symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
GOOG,2020-02-07 00:00:00+00:00,1479.23,1485.84,1466.35,1467.3,1172270,73.9615,74.292,73.3175,73.365,23445400,0.0,1.0
GOOG,2020-02-10 00:00:00+00:00,1508.68,1509.5,1474.32,1474.32,1419876,75.434,75.475,73.716,73.716,28397520,0.0,1.0
GOOG,2020-02-11 00:00:00+00:00,1508.79,1529.63,1505.638,1511.81,1344633,75.4395,76.4815,75.2819,75.5905,26892660,0.0,1.0
GOOG,2020-02-12 00:00:00+00:00,1518.27,1520.695,1508.11,1514.48,1167565,75.9135,76.03475,75.4055,75.724,23351300,0.0,1.0
GOOG,2020-02-13 00:00:00+00:00,1514.66,1527.18,1504.6,1512.69,929730,75.733,76.359,75.23,75.6345,18594600,0.0,1.0
GOOG,2020-02-14 00:00:00+00:00,1520.74,1520.74,1507.34,1515.6,1197836,76.037,76.037,75.367,75.78,23956720,0.0,1.0
GOOG,2020-02-18 00:00:00+00:00,1519.67,1531.63,1512.59,1515.0,1121140,75.9835,76.5815,75.6295,75.75,22422800,0.0,1.0
GOOG,2020-02-19 00:00:00+00:00,1526.69,1532.106,1521.4,1525.07,949268,76.3345,76.6053,76.07,76.2535,18985360,0.0,1.0
GOOG,2020-02-20 00:00:00+00:00,1518.15,1529.64,1506.82,1522.0,1096552,75.9075,76.482,75.341,76.1,21931040,0.0,1.0
GOOG,2020-02-21 00:00:00+00:00,1485.11,1512.215,1480.44,1508.03,1732273,74.2555,75.61075,74.022,75.4015,34645460,0.0,1.0
GOOG,2020-02-24 00:00:00+00:00,1421.59,1436.97,1411.39,1426.11,2867053,71.0795,71.8485,70.5695,71.3055,57341060,0.0,1.0
GOOG,2020-02-25 00:00:00+00:00,1388.45,1438.14,1382.4,1433.0,2478278,69.4225,71.907,69.12,71.65,49565560,0.0,1.0
